"model","rowid","timestamp","testletid","itemid","alphabet","A","B","C","D","template_nr","item_prompt","response","logprob","finish_reason","cleaned_response","correct_response","correct","stringdist"
"gpt-4-0613",13,20241026190035,19,1002,"Symbol","% !","% % ^ ^","= :","= = ) )",1,"If % ! changes to % % ^ ^, what does = : change to ?","= = ) )",NA,NA,"= = ) )","= = ) )",1,0
"gpt-4-0613",14,20241026190035,19,1003,"Symbol","^ #","^ $","# ~","# {",1,"If ^ # changes to ^ $, what does # ~ change to ?","# $",NA,NA,"# $","# {",0,1
"gpt-4-0613",15,20241026190036,19,1004,"Symbol","! ^","! # #","$ {","$ = =",1,"If ! ^ changes to ! # #, what does $ { change to ?","$ # #",NA,NA,"$ # #","$ = =",0,2
"gpt-4-0613",16,20241026190037,19,1005,"Symbol","# ~","^ ~","= = : :","{ { : :",1,"If # ~ changes to ^ ~, what does = = : : change to ?","@ @ ) )",NA,NA,"@ @ ) )","{ { : :",0,4
"gpt-4o-2024-08-06",0,20241026190037,19,101,"Latin","a","b","j","k",1,"If a changes to b, what does j change to ?","k",NA,NA,"k","k",1,0
"gpt-4o-2024-08-06",1,20241026190038,19,102,"Latin","c d","c d d","j k","j k k",1,"If c d changes to c d d, what does j k change to ?","j k k",NA,NA,"j k k","j k k",1,0
"gpt-4o-2024-08-06",2,20241026190038,19,1001,"Latin","e f","e g","i j","i k",1,"If e f changes to e g, what does i j change to ?","i k",NA,NA,"i k","i k",1,0
"gpt-4o-2024-08-06",3,20241026190039,19,1002,"Latin","c d","c c e e","m n","m m o o",1,"If c d changes to c c e e, what does m n change to ?","m m o o",NA,NA,"m m o o","m m o o",1,0
"gpt-4o-2024-08-06",4,20241026190039,19,1003,"Latin","f g","f i","j k","j m",1,"If f g changes to f i, what does j k change to ?","j m",NA,NA,"j m","j m",1,0
"gpt-4o-2024-08-06",5,20241026190040,19,1004,"Latin","d e","d f f","g h","g i i",1,"If d e changes to d f f, what does g h change to ?","g i i",NA,NA,"g i i","g i i",1,0
"gpt-4o-2024-08-06",6,20241026190040,19,1005,"Latin","f g","e g","m m n n","l l n n",1,"If f g changes to e g, what does m m n n change to ?","l l n n",NA,NA,"l l n n","l l n n",1,0
"gpt-4o-2024-08-06",7,20241026190040,19,1001,"Greek","zeta eta","zeta theta","kappa lambda","kappa mu",1,"If zeta eta changes to zeta theta, what does kappa lambda change to ?","kappa mu",NA,NA,"kappa mu","kappa mu",1,0
"gpt-4o-2024-08-06",8,20241026190041,19,1002,"Greek","gamma delta","gamma gamma epsilon epsilon","kappa lambda","kappa kappa mu mu",1,"If gamma delta changes to gamma gamma epsilon epsilon, what does kappa lambda change to ?","kappa kappa mu mu",NA,NA,"kappa kappa mu mu","kappa kappa mu mu",1,0
"gpt-4o-2024-08-06",9,20241026190042,19,1003,"Greek","delta epsilon","delta eta","theta iota","theta lambda",1,"If delta epsilon changes to delta eta, what does theta iota change to ?","theta kappa",NA,NA,"theta kappa","theta lambda",0,1
"gpt-4o-2024-08-06",10,20241026190042,19,1004,"Greek","eta theta","eta iota iota","lambda mu","lambda nu nu",1,"If eta theta changes to eta iota iota, what does lambda mu change to ?","lambda nu nu",NA,NA,"lambda nu nu","lambda nu nu",1,0
"gpt-4o-2024-08-06",11,20241026190043,19,1005,"Greek","epsilon zeta","delta zeta","iota iota kappa kappa","theta theta kappa kappa",1,"If epsilon zeta changes to delta zeta, what does iota iota kappa kappa change to ?","theta theta kappa kappa",NA,NA,"theta theta kappa kappa","theta theta kappa kappa",1,0
"gpt-4o-2024-08-06",12,20241026190043,19,1001,"Symbol","^ #","^ ~","{ =","{ :",1,"If ^ # changes to ^ ~, what does { = change to ?","{ :",NA,NA,"{ :","{ :",1,0
"gpt-4o-2024-08-06",13,20241026190043,19,1002,"Symbol","% !","% % ^ ^","= :","= = ) )",1,"If % ! changes to % % ^ ^, what does = : change to ?","= = ^ ^",NA,NA,"= = ^ ^","= = ) )",0,2
"gpt-4o-2024-08-06",14,20241026190044,19,1003,"Symbol","^ #","^ $","# ~","# {",1,"If ^ # changes to ^ $, what does # ~ change to ?","# $",NA,NA,"# $","# {",0,1
"gpt-4o-2024-08-06",15,20241026190044,19,1004,"Symbol","! ^","! # #","$ {","$ = =",1,"If ! ^ changes to ! # #, what does $ { change to ?","$ # #",NA,NA,"$ # #","$ = =",0,2
"gpt-4o-2024-08-06",16,20241026190045,19,1005,"Symbol","# ~","^ ~","= = : :","{ { : :",1,"If # ~ changes to ^ ~, what does = = : : change to ?","^ ^ : :",NA,NA,"^ ^ : :","{ { : :",0,2
"meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo",0,20241026185341,19,101,"Latin","a","b","j","k",1,"If a changes to b, what does j change to ?","k",NA,NA,"k","k",1,0
"meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo",1,20241026185341,19,102,"Latin","c d","c d d","j k","j k k",1,"If c d changes to c d d, what does j k change to ?","k",NA,NA,"k","j k k",0,2
"meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo",2,20241026185342,19,1001,"Latin","e f","e g","i j","i k",1,"If e f changes to e g, what does i j change to ?","i k",NA,NA,"i k","i k",1,0
"meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo",3,20241026185342,19,1002,"Latin","c d","c c e e","m n","m m o o",1,"If c d changes to c c e e, what does m n change to ?","k
j k k k
i l
",NA,NA,"k k l","m m o o",0,4
"meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo",4,20241026185343,19,1003,"Latin","f g","f i","j k","j m",1,"If f g changes to f i, what does j k change to ?","k l",NA,NA,"k l","j m",0,2
"meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo",5,20241026185344,19,1004,"Latin","d e","d f f","g h","g i i",1,"If d e changes to d f f, what does g h change to ?","k l
m n n n
j l",NA,NA,"k n n l","g i i",0,4
"meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo",6,20241026185344,19,1005,"Latin","f g","e g","m m n n","l l n n",1,"If f g changes to e g, what does m m n n change to ?","k l
j l
m n o o",NA,NA,"k n o o","l l n n",0,4
"meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo",7,20241026185345,19,1001,"Greek","zeta eta","zeta theta","kappa lambda","kappa mu",1,"If zeta eta changes to zeta theta, what does kappa lambda change to ?","kappa mu",NA,NA,"kappa mu","kappa mu",1,0
"meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo",8,20241026185345,19,1002,"Greek","gamma delta","gamma gamma epsilon epsilon","kappa lambda","kappa kappa mu mu",1,"If gamma delta changes to gamma gamma epsilon epsilon, what does kappa lambda change to ?","kappa mu
kappa mu",NA,NA,"kappa mu","kappa kappa mu mu",0,2
"meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo",9,20241026185345,19,1003,"Greek","delta epsilon","delta eta","theta iota","theta lambda",1,"If delta epsilon changes to delta eta, what does theta iota change to ?","kappa mu
kappa mu
iota",NA,NA,"kappa","theta lambda",0,2
"meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo",10,20241026185346,19,1004,"Greek","eta theta","eta iota iota","lambda mu","lambda nu nu",1,"If eta theta changes to eta iota iota, what does lambda mu change to ?","kappa nu",NA,NA,"kappa nu","lambda nu nu",0,2
"meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo",11,20241026185346,19,1005,"Greek","epsilon zeta","delta zeta","iota iota kappa kappa","theta theta kappa kappa",1,"If epsilon zeta changes to delta zeta, what does iota iota kappa kappa change to ?","kappa nu
kappa nu
kappa",NA,NA,"kappa","theta theta kappa kappa",0,3
"meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo",12,20241026185347,19,1001,"Symbol","^ #","^ ~","{ =","{ :",1,"If ^ # changes to ^ ~, what does { = change to ?","k ~",NA,NA,"k ~","{ :",0,2
"meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo",13,20241026185347,19,1002,"Symbol","% !","% % ^ ^","= :","= = ) )",1,"If % ! changes to % % ^ ^, what does = : change to ?","k
k k
i l
k l",NA,NA,"k k k i l k l","= = ) )",0,7
"meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo",14,20241026185348,19,1003,"Symbol","^ #","^ $","# ~","# {",1,"If ^ # changes to ^ $, what does # ~ change to ?","k ~
k k
i l
k",NA,NA,"k ~ k k i l k","# {",0,7
"meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo",15,20241026185349,19,1004,"Symbol","! ^","! # #","$ {","$ = =",1,"If ! ^ changes to ! # #, what does $ { change to ?","k ~
k k
i l
k",NA,NA,"k ~ k k i l k","$ = =",0,7
"meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo",16,20241026185349,19,1005,"Symbol","# ~","^ ~","= = : :","{ { : :",1,"If # ~ changes to ^ ~, what does = = : : change to ?","k k
k k
k k
k",NA,NA,"k k k k k k k","{ { : :",0,7
"meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo",0,20241026185350,19,101,"Latin","a","b","j","k",1,"If a changes to b, what does j change to ?","k",NA,NA,"k","k",1,0
"meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo",1,20241026185351,19,102,"Latin","c d","c d d","j k","j k k",1,"If c d changes to c d d, what does j k change to ?","j k k",NA,NA,"j k k","j k k",1,0
"meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo",2,20241026185352,19,1001,"Latin","e f","e g","i j","i k",1,"If e f changes to e g, what does i j change to ?","i k",NA,NA,"i k","i k",1,0
"meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo",3,20241026185353,19,1002,"Latin","c d","c c e e","m n","m m o o",1,"If c d changes to c c e e, what does m n change to ?","m m o o",NA,NA,"m m o o","m m o o",1,0
"meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo",4,20241026185354,19,1003,"Latin","f g","f i","j k","j m",1,"If f g changes to f i, what does j k change to ?","j m",NA,NA,"j m","j m",1,0
"meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo",5,20241026185355,19,1004,"Latin","d e","d f f","g h","g i i",1,"If d e changes to d f f, what does g h change to ?","g i i",NA,NA,"g i i","g i i",1,0
"meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo",6,20241026185356,19,1005,"Latin","f g","e g","m m n n","l l n n",1,"If f g changes to e g, what does m m n n change to ?","l l n n",NA,NA,"l l n n","l l n n",1,0
"meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo",7,20241026185357,19,1001,"Greek","zeta eta","zeta theta","kappa lambda","kappa mu",1,"If zeta eta changes to zeta theta, what does kappa lambda change to ?","kappa mu",NA,NA,"kappa mu","kappa mu",1,0
"meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo",8,20241026185359,19,1002,"Greek","gamma delta","gamma gamma epsilon epsilon","kappa lambda","kappa kappa mu mu",1,"If gamma delta changes to gamma gamma epsilon epsilon, what does kappa lambda change to ?","kappa kappa iota iota",NA,NA,"kappa kappa iota iota","kappa kappa mu mu",0,2
"meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo",9,20241026185400,19,1003,"Greek","delta epsilon","delta eta","theta iota","theta lambda",1,"If delta epsilon changes to delta eta, what does theta iota change to ?","theta kappa",NA,NA,"theta kappa","theta lambda",0,1
"meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo",10,20241026185401,19,1004,"Greek","eta theta","eta iota iota","lambda mu","lambda nu nu",1,"If eta theta changes to eta iota iota, what does lambda mu change to ?","lambda nu nu",NA,NA,"lambda nu nu","lambda nu nu",1,0
"meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo",11,20241026185402,19,1005,"Greek","epsilon zeta","delta zeta","iota iota kappa kappa","theta theta kappa kappa",1,"If epsilon zeta changes to delta zeta, what does iota iota kappa kappa change to ?","theta theta kappa kappa",NA,NA,"theta theta kappa kappa","theta theta kappa kappa",1,0
"meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo",12,20241026185403,19,1001,"Symbol","^ #","^ ~","{ =","{ :",1,"If ^ # changes to ^ ~, what does { = change to ?","{ ~",NA,NA,"{ ~","{ :",0,1
"meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo",13,20241026185405,19,1002,"Symbol","% !","% % ^ ^","= :","= = ) )",1,"If % ! changes to % % ^ ^, what does = : change to ?","= = ) )",NA,NA,"= = ) )","= = ) )",1,0
"meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo",14,20241026185406,19,1003,"Symbol","^ #","^ $","# ~","# {",1,"If ^ # changes to ^ $, what does # ~ change to ?","# $",NA,NA,"# $","# {",0,1
"meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo",15,20241026185407,19,1004,"Symbol","! ^","! # #","$ {","$ = =",1,"If ! ^ changes to ! # #, what does $ { change to ?","$ { {",NA,NA,"$ { {","$ = =",0,2
"meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo",16,20241026185408,19,1005,"Symbol","# ~","^ ~","= = : :","{ { : :",1,"If # ~ changes to ^ ~, what does = = : : change to ?","= = ~ ~",NA,NA,"= = ~ ~","{ { : :",0,4
"meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo",0,20241026185409,19,101,"Latin","a","b","j","k",1,"If a changes to b, what does j change to ?","k",NA,NA,"k","k",1,0
"meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo",1,20241026185410,19,102,"Latin","c d","c d d","j k","j k k",1,"If c d changes to c d d, what does j k change to ?","j k k",NA,NA,"j k k","j k k",1,0
"meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo",2,20241026185411,19,1001,"Latin","e f","e g","i j","i k",1,"If e f changes to e g, what does i j change to ?","i k",NA,NA,"i k","i k",1,0
"meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo",3,20241026185412,19,1002,"Latin","c d","c c e e","m n","m m o o",1,"If c d changes to c c e e, what does m n change to ?","m m q q",NA,NA,"m m q q","m m o o",0,2
"meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo",4,20241026185412,19,1003,"Latin","f g","f i","j k","j m",1,"If f g changes to f i, what does j k change to ?","j m",NA,NA,"j m","j m",1,0
"meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo",5,20241026185413,19,1004,"Latin","d e","d f f","g h","g i i",1,"If d e changes to d f f, what does g h change to ?","g i i",NA,NA,"g i i","g i i",1,0
"meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo",6,20241026185414,19,1005,"Latin","f g","e g","m m n n","l l n n",1,"If f g changes to e g, what does m m n n change to ?","l m n n",NA,NA,"l m n n","l l n n",0,1
"meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo",7,20241026185415,19,1001,"Greek","zeta eta","zeta theta","kappa lambda","kappa mu",1,"If zeta eta changes to zeta theta, what does kappa lambda change to ?","kappa mu",NA,NA,"kappa mu","kappa mu",1,0
"meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo",8,20241026185416,19,1002,"Greek","gamma delta","gamma gamma epsilon epsilon","kappa lambda","kappa kappa mu mu",1,"If gamma delta changes to gamma gamma epsilon epsilon, what does kappa lambda change to ?","kappa kappa nu nu",NA,NA,"kappa kappa nu nu","kappa kappa mu mu",0,2
"meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo",9,20241026185417,19,1003,"Greek","delta epsilon","delta eta","theta iota","theta lambda",1,"If delta epsilon changes to delta eta, what does theta iota change to ?","theta kappa",NA,NA,"theta kappa","theta lambda",0,1
"meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo",10,20241026185418,19,1004,"Greek","eta theta","eta iota iota","lambda mu","lambda nu nu",1,"If eta theta changes to eta iota iota, what does lambda mu change to ?","lambda nu nu",NA,NA,"lambda nu nu","lambda nu nu",1,0
"meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo",11,20241026185419,19,1005,"Greek","epsilon zeta","delta zeta","iota iota kappa kappa","theta theta kappa kappa",1,"If epsilon zeta changes to delta zeta, what does iota iota kappa kappa change to ?","theta theta kappa kappa",NA,NA,"theta theta kappa kappa","theta theta kappa kappa",1,0
"meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo",12,20241026185420,19,1001,"Symbol","^ #","^ ~","{ =","{ :",1,"If ^ # changes to ^ ~, what does { = change to ?","{ :",NA,NA,"{ :","{ :",1,0
"meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo",13,20241026185421,19,1002,"Symbol","% !","% % ^ ^","= :","= = ) )",1,"If % ! changes to % % ^ ^, what does = : change to ?","= = $ $",NA,NA,"= = $ $","= = ) )",0,2
"meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo",14,20241026185422,19,1003,"Symbol","^ #","^ $","# ~","# {",1,"If ^ # changes to ^ $, what does # ~ change to ?","# $",NA,NA,"# $","# {",0,1
"meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo",15,20241026185422,19,1004,"Symbol","! ^","! # #","$ {","$ = =",1,"If ! ^ changes to ! # #, what does $ { change to ?","$ { {",NA,NA,"$ { {","$ = =",0,2
"meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo",16,20241026185423,19,1005,"Symbol","# ~","^ ~","= = : :","{ { : :",1,"If # ~ changes to ^ ~, what does = = : : change to ?","{ { : :",NA,NA,"{ { : :","{ { : :",1,0
"google/gemma-2-27b-it",0,20241026185424,19,101,"Latin","a","b","j","k",1,"If a changes to b, what does j change to ?","k",NA,NA,"k","k",1,0
"google/gemma-2-27b-it",1,20241026185424,19,102,"Latin","c d","c d d","j k","j k k",1,"If c d changes to c d d, what does j k change to ?","j k k 
",NA,NA,"j k k","j k k",1,0
"google/gemma-2-27b-it",2,20241026185424,19,1001,"Latin","e f","e g","i j","i k",1,"If e f changes to e g, what does i j change to ?","i l 
",NA,NA,"i l","i k",0,1
"google/gemma-2-27b-it",3,20241026185425,19,1002,"Latin","c d","c c e e","m n","m m o o",1,"If c d changes to c c e e, what does m n change to ?","m m o o 
",NA,NA,"m m o o","m m o o",1,0
"google/gemma-2-27b-it",4,20241026185425,19,1003,"Latin","f g","f i","j k","j m",1,"If f g changes to f i, what does j k change to ?","j m 
",NA,NA,"j m","j m",1,0
"google/gemma-2-27b-it",5,20241026185426,19,1004,"Latin","d e","d f f","g h","g i i",1,"If d e changes to d f f, what does g h change to ?","g i i 
",NA,NA,"g i i","g i i",1,0
"google/gemma-2-27b-it",6,20241026185427,19,1005,"Latin","f g","e g","m m n n","l l n n",1,"If f g changes to e g, what does m m n n change to ?","l l n n 
",NA,NA,"l l n n","l l n n",1,0
"google/gemma-2-27b-it",7,20241026185427,19,1001,"Greek","zeta eta","zeta theta","kappa lambda","kappa mu",1,"If zeta eta changes to zeta theta, what does kappa lambda change to ?","kappa mu 
",NA,NA,"kappa mu","kappa mu",1,0
"google/gemma-2-27b-it",8,20241026185427,19,1002,"Greek","gamma delta","gamma gamma epsilon epsilon","kappa lambda","kappa kappa mu mu",1,"If gamma delta changes to gamma gamma epsilon epsilon, what does kappa lambda change to ?","kappa lambda epsilon epsilon 
",NA,NA,"kappa lambda epsilon epsilon","kappa kappa mu mu",0,3
"google/gemma-2-27b-it",9,20241026185428,19,1003,"Greek","delta epsilon","delta eta","theta iota","theta lambda",1,"If delta epsilon changes to delta eta, what does theta iota change to ?","theta kappa 
",NA,NA,"theta kappa","theta lambda",0,1
"google/gemma-2-27b-it",10,20241026185429,19,1004,"Greek","eta theta","eta iota iota","lambda mu","lambda nu nu",1,"If eta theta changes to eta iota iota, what does lambda mu change to ?","lambda nu nu 
",NA,NA,"lambda nu nu","lambda nu nu",1,0
"google/gemma-2-27b-it",11,20241026185429,19,1005,"Greek","epsilon zeta","delta zeta","iota iota kappa kappa","theta theta kappa kappa",1,"If epsilon zeta changes to delta zeta, what does iota iota kappa kappa change to ?","delta kappa kappa kappa 
",NA,NA,"delta kappa kappa kappa","theta theta kappa kappa",0,2
"google/gemma-2-27b-it",12,20241026185430,19,1001,"Symbol","^ #","^ ~","{ =","{ :",1,"If ^ # changes to ^ ~, what does { = change to ?","{ ~ 
",NA,NA,"{ ~","{ :",0,1
"google/gemma-2-27b-it",13,20241026185431,19,1002,"Symbol","% !","% % ^ ^","= :","= = ) )",1,"If % ! changes to % % ^ ^, what does = : change to ?","= : ^ ^ 
",NA,NA,"= : ^ ^","= = ) )",0,3
"google/gemma-2-27b-it",14,20241026185431,19,1003,"Symbol","^ #","^ $","# ~","# {",1,"If ^ # changes to ^ $, what does # ~ change to ?","# $ 
",NA,NA,"# $","# {",0,1
"google/gemma-2-27b-it",15,20241026185432,19,1004,"Symbol","! ^","! # #","$ {","$ = =",1,"If ! ^ changes to ! # #, what does $ { change to ?","$ { # # 
",NA,NA,"$ { # #","$ = =",0,3
"google/gemma-2-27b-it",16,20241026185433,19,1005,"Symbol","# ~","^ ~","= = : :","{ { : :",1,"If # ~ changes to ^ ~, what does = = : : change to ?","^ ^ : : 
",NA,NA,"^ ^ : :","{ { : :",0,2
"google/gemma-2-9b-it",0,20241026185433,19,101,"Latin","a","b","j","k",1,"If a changes to b, what does j change to ?","k 
",NA,NA,"k","k",1,0
"google/gemma-2-9b-it",1,20241026185434,19,102,"Latin","c d","c d d","j k","j k k",1,"If c d changes to c d d, what does j k change to ?","j k k 
",NA,NA,"j k k","j k k",1,0
"google/gemma-2-9b-it",2,20241026185434,19,1001,"Latin","e f","e g","i j","i k",1,"If e f changes to e g, what does i j change to ?","i l 
",NA,NA,"i l","i k",0,1
